SP260302002	FBA19BY640PC	ONT8 - 24300 Nandina Ave 92551-9534 - Moreno Valley, CA - United States
SP260302002	FBA19BY8HL56	PSP3 - 64165 19th AVE 92240 - DESERT HOT SPRINGS, CA - United States
SP260302002	FBA19BYBG0H3	FWA4 - 9798 Smith Road 46809-9771 - FORT WAYNE, IN - United States
SP260302002	FBA19BYDKY6L	ABE8 - 401 Independence Road 08518-2200 - Florence, NJ - United States
SP260302002	FBA19BY60CM6	CLT2 - 10240 Old Dowd Rd 28214-8082 - Charlotte, NC - United States
